"ObjectID","ClassificationID","AATID","AATCN","Classification","SubClassification","SubClassification2","SubClassification3"
"56907","7","300041273","AAT","Print","","",""
"56908","7","300041273","AAT","Print","","",""
"56909","7","300041273","AAT","Print","","",""
"56910","7","300041273","AAT","Print","","",""
"56911","7","300041273","AAT","Print","","",""
"56912","7","300041273","AAT","Print","","",""
"56913","7","300041273","AAT","Print","","",""
"56914","7","300041273","AAT","Print","","",""
"56915","7","300041273","AAT","Print","","",""
"56916","7","300041273","AAT","Print","","",""
"56917","7","300041273","AAT","Print","","",""
"56918","7","300041273","AAT","Print","","",""
"56919","7","300041273","AAT","Print","","",""
"56920","7","300041273","AAT","Print","","",""
"56921","7","300041273","AAT","Print","","",""
"56922","7","300041273","AAT","Print","","",""
"56923","7","300041273","AAT","Print","","",""
"56924","7","300041273","AAT","Print","","",""
"56925","7","300041273","AAT","Print","","",""
"56926","7","300041273","AAT","Print","","",""
"56927","7","300041273","AAT","Print","","",""
"56928","7","300041273","AAT","Print","","",""
"56929","7","300041273","AAT","Print","","",""
"56930","7","300041273","AAT","Print","","",""
"56931","7","300041273","AAT","Print","","",""
"56932","7","300041273","AAT","Print","","",""
"56933","7","300041273","AAT","Print","","",""
"56934","7","300041273","AAT","Print","","",""
"56935","7","300041273","AAT","Print","","",""
"56936","7","300041273","AAT","Print","","",""
"56937","7","300041273","AAT","Print","","",""
"56938","7","300041273","AAT","Print","","",""
"56939","7","300041273","AAT","Print","","",""
"56940","7","300041273","AAT","Print","","",""
"56941","7","300041273","AAT","Print","","",""
"56942","7","300041273","AAT","Print","","",""
"56943","7","300041273","AAT","Print","","",""
"56944","7","300041273","AAT","Print","","",""
"56945","7","300041273","AAT","Print","","",""
"56946","7","300041273","AAT","Print","","",""
"56947","7","300041273","AAT","Print","","",""
"56948","7","300041273","AAT","Print","","",""
"56949","7","300041273","AAT","Print","","",""
"56950","7","300041273","AAT","Print","","",""
