"ID","Description","AltNum","Remarks","ObjRef","ANrefID","ReferenceID","RefXRefID","PageNumber","CatalogueNumber","FigureNumber","lidosource","lidotype","sourcenum","lidoappellation"
"38542","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","38590","48","48","203","p","n","o","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5112","48","48","157","p","n","p","AAT","local","300111999","Yale Center for British Art"
"568","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","616","48","48","133","p","n","p","AAT","local","300111999","Yale Center for British Art"
"101","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","149","48","48","378","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8691","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8739","48","48","336","p","n","","AAT","local","300111999","Yale Center for British Art"
"38541","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","38589","48","48","237","p","n","p","AAT","local","300111999","Yale Center for British Art"
"666","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","714","48","48","256","p","n","p","AAT","local","300111999","Yale Center for British Art"
"904","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","952","48","48","716","p","n","p","AAT","local","300111999","Yale Center for British Art"
"42119","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","42167","48","48","725","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41988","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","42036","48","48","648","p","n","f","AAT","local","300111999","Yale Center for British Art"
"896","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","944","48","48","662","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5033","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5081","48","48","598","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5029","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5077","48","48","480","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5004","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5052","48","48","431","p","n","","AAT","local","300111999","Yale Center for British Art"
"1083","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","1131","48","48","1374","v","","","AAT","local","300111999","Yale Center for British Art"
"21174","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","21222","48","48","1358","p","n","p","AAT","local","300111999","Yale Center for British Art"
"45","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","93","48","48","1240","p","","f","AAT","local","300111999","Yale Center for British Art"
"34","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","82","48","48","1247","p","n","","AAT","local","300111999","Yale Center for British Art"
"21173","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","21221","48","48","1209","p","","f","AAT","local","300111999","Yale Center for British Art"
"5039","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5087","48","48","1134","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5009","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5057","48","48","1145","p","n","f","AAT","local","300111999","Yale Center for British Art"
"21169","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","21217","48","48","1020","p","n","f","AAT","local","300111999","Yale Center for British Art"
"4985","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5033","48","48","957","p","n","","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5053","48","48","914","p","n","","AAT","local","300111999","Yale Center for British Art"
"17299","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","17347","48","48","802","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1167","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","1215","48","48","1568","v","","","AAT","local","300111999","Yale Center for British Art"
"4986","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5034","48","48","1551","p","n","","AAT","local","300111999","Yale Center for British Art"
"428","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","476","48","48","1508","p","n","","AAT","local","300111999","Yale Center for British Art"
"5012","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5060","48","48","1466","p","n","","AAT","local","300111999","Yale Center for British Art"
"5035","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5083","48","48","1438","p","n","p","AAT","local","300111999","Yale Center for British Art"
"68","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","116","48","48","1419","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5040","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5088","48","48","1412","p","n","p","AAT","local","300111999","Yale Center for British Art"
"1113","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","1161","48","48","1394","p","n","p","AAT","local","300111999","Yale Center for British Art"
"41226","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","41274","48","48","1705","p","n","p","AAT","local","300111999","Yale Center for British Art"
"417","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","465","48","48","3364","p","","f","AAT","local","300111999","Yale Center for British Art"
"5019","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5067","48","48","3365","p","","f","AAT","local","300111999","Yale Center for British Art"
"414","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","462","48","48","3458","p","n","","AAT","local","300111999","Yale Center for British Art"
"46623","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","46671","48","48","3706","p","c","","AAT","local","300111999","Yale Center for British Art"
"11603","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","11651","48","48","3707","p","n","","AAT","local","300111999","Yale Center for British Art"
"11628","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","11676","48","48","3827","","n","","AAT","local","300111999","Yale Center for British Art"
"1517","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","1565","48","48","6869","p","n","f","AAT","local","300111999","Yale Center for British Art"
"1470","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","1518","48","48","6870","p","","","AAT","local","300111999","Yale Center for British Art"
"12454","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","12502","48","48","8977","p","n","","AAT","local","300111999","Yale Center for British Art"
"10182","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","10230","48","48","8978","p","n","","AAT","local","300111999","Yale Center for British Art"
"10183","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","10231","48","48","8979","p","n","","AAT","local","300111999","Yale Center for British Art"
"12902","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","12950","48","48","8980","p","n","","AAT","local","300111999","Yale Center for British Art"
"2137","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","2185","48","48","8981","p","n","","AAT","local","300111999","Yale Center for British Art"
"13874","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","13922","48","48","8982","p","n","","AAT","local","300111999","Yale Center for British Art"
"47086","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","47134","48","48","8983","p","n","","AAT","local","300111999","Yale Center for British Art"
"13886","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","13934","48","48","8984","p","n","","AAT","local","300111999","Yale Center for British Art"
"47397","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","47445","48","48","8985","p","n","","AAT","local","300111999","Yale Center for British Art"
"14267","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","14315","48","48","8986","p","n","p","AAT","local","300111999","Yale Center for British Art"
"14277","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","14325","48","48","8987","p","n","p","AAT","local","300111999","Yale Center for British Art"
"14279","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","14327","48","48","8988","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8721","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8769","48","48","8989","p","n","p","AAT","local","300111999","Yale Center for British Art"
"21333","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","21381","48","48","8990","p","n","p","AAT","local","300111999","Yale Center for British Art"
"19708","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","19756","48","48","8991","p","n","p","AAT","local","300111999","Yale Center for British Art"
"19690","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","19738","48","48","8992","p","n","p","AAT","local","300111999","Yale Center for British Art"
"19686","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","19734","48","48","8993","p","n","p","AAT","local","300111999","Yale Center for British Art"
"19913","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","19961","48","48","8994","p","n","p","AAT","local","300111999","Yale Center for British Art"
"14275","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","14323","48","48","8995","p","n","p","AAT","local","300111999","Yale Center for British Art"
"13045","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","13093","48","48","8996","p","n","p","AAT","local","300111999","Yale Center for British Art"
"9630","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","9678","48","48","8997","p","n","p","AAT","local","300111999","Yale Center for British Art"
"9635","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","9683","48","48","8998","p","n","p","AAT","local","300111999","Yale Center for British Art"
"15340","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","15388","48","48","8999","p","n","p","AAT","local","300111999","Yale Center for British Art"
"13073","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","13121","48","48","9000","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5084","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5132","48","48","9001","p","n","p","AAT","local","300111999","Yale Center for British Art"
"11650","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","11698","48","48","9002","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8771","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8819","48","48","9003","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8786","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8834","48","48","9004","p","n","p","AAT","local","300111999","Yale Center for British Art"
"10753","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","10801","48","48","9005","p","n","p","AAT","local","300111999","Yale Center for British Art"
"14312","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","14360","48","48","9006","p","n","p","AAT","local","300111999","Yale Center for British Art"
"46161","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","46209","48","48","9007","p","n","p","AAT","local","300111999","Yale Center for British Art"
"4168","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","4216","48","48","9008","p","n","p","AAT","local","300111999","Yale Center for British Art"
"15332","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","15380","48","48","9009","p","n","p","AAT","local","300111999","Yale Center for British Art"
"11145","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","11193","48","48","9010","p","n","p","AAT","local","300111999","Yale Center for British Art"
"7681","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","7729","48","48","9011","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8246","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8294","48","48","9012","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8244","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8292","48","48","9013","p","n","p","AAT","local","300111999","Yale Center for British Art"
"15222","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","15270","48","48","9014","p","n","p","AAT","local","300111999","Yale Center for British Art"
"8892","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","8940","48","48","9015","p","n","p","AAT","local","300111999","Yale Center for British Art"
"9188","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","9236","48","48","9016","p","n","p","AAT","local","300111999","Yale Center for British Art"
"11590","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","11638","48","48","9017","p","n","p","AAT","local","300111999","Yale Center for British Art"
"9574","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","9622","48","48","9018","p","n","f","AAT","local","300111999","Yale Center for British Art"
"6440","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","6488","48","48","9019","p","n","p","AAT","local","300111999","Yale Center for British Art"
"5620","LC Call Number","N5220 M552 P38 2007 OVERSIZE (YCBA)","","5668","48","48","9020","p","n","p","AAT","local","300111999","Yale Center for British Art"
